-2.262,10.289,-2.1973,8.9051,3.5512,-7.102,7.9236,-8.5543,29.367,-5.127,-8.2885,-7.2672,9.7082,-4.439,-10.928,-4.0099,-12.146,-18.462,9.5642,-2.8991,-5.9018,-17.189,7.8123,-6.6527,-4.0619,-22.428,-2.8256,-14.541,-2.2462,-12.9,-7.6004
-7.4714,9.5531,3.448,3.6642,9.0343,-10.252,10.455,-18.549,16.628,1.0623,-1.433,-6.4211,11.506,-1.2711,-12.375,-0.39649,-16.788,-1.893,3.7724,-6.5614,-11.995,-20.206,4.3381,0.22334,-1.9905,-14.046,1.27,-11.539,-5.4231,-8.0814,-4.3866
-3.186,1.4519,8.0675,10.19,5.2777,-8.2137,13.111,-12.098,24.754,-0.19946,-11.248,-9.853,14.631,2.9809,-8.2199,2.2809,-15.32,-6.8715,14.119,-2.4353,-3.2531,-16.826,13.048,-11.198,-8.669,-17.252,3.0938,-10.553,-16.024,-14.351,7.1571
-5.4092,10.377,10.487,10.162,-4.8479,-11.596,11.178,-14.745,30.679,-4.8202,-3.3321,-0.11582,18.78,-13.249,-11.297,-8.0473,-17.588,-7.9137,10.871,-13.44,-7.2373,-16.9,7.9231,-12.419,-5.2721,-11.344,-0.4684,-10.177,-9.8748,-5.9506,45.84
-1.3416,3.7752,12.917,9.6369,-6.0878,-1.6682,8.1477,-8.3914,27.903,-5.9835,-6.4176,-3.8822,12.189,-3.8198,-10.168,-2.6521,-14.529,-9.6293,19.58,-6.2587,-2.2762,-14.344,5.2502,-3.2109,-14.693,-9.837,-6.7987,-13.041,-9.9051,-13.144,32.887
-8.6231,8.266,9.792,17.834,6.3475,-10.684,10.914,-2.1211,22.988,-15.121,-4.1755,-3.4038,7.8748,-2.0334,-0.90544,-5.0504,-16.267,-11.504,8.9528,-15.369,-0.62711,-19.716,9.4292,0.20107,-9.8551,-13.072,6.4778,-8.0373,-0.51552,-19.977,-61.228
-5.0931,5.3346,6.7634,8.4854,-2.4825,-2.453,7.3283,-14.688,15.579,-8.5597,-5.7763,-8.7177,14.595,-7.8104,-14.988,-1.4113,-17.505,-13.156,4.146,-5.14,-1.0868,-20.538,11.605,-9.5525,-11.184,-16.503,-2.0265,-18.565,-15.854,-8.9957,19.511
1.7348,6.7566,5.7702,10.315,8.9928,-6.9518,7.4198,-17.412,17.984,-1.3053,-9.8327,-7.7218,16.447,-6.244,-11.272,-4.6625,-20.432,-2.1641,10.427,-6.2159,-7.8737,-18.889,2.9381,-10.882,-8.723,-17.467,1.337,-7.2044,-6.4616,-19.387,27.02
0.61117,-1.2926,8.1027,7.7592,2.9829,-8.8732,18.811,-9.4887,21.048,-0.73664,-4.8596,-12.779,9.8317,3.3765,-12.245,-10.595,-26.877,-3.6254,10.354,-3.8908,-4.8028,-4.48,9.3058,-0.21089,-6.2378,-8.5094,-1.8302,-15.335,-7.5749,-9.7365,-0.49779
-14.632,2.02,7.8804,12.461,7.7123,-2.7269,3.894,-17.329,14.308,1.3745,-6.2181,-2.9465,16.554,-6.4449,-13.151,-8.5032,-18.302,-2.3113,5.2039,-8.8772,-2.8925,-14.339,14.667,-12.161,-14.412,-14.963,0.26129,-3.434,-6.576,-10.677,25.275
-1.6024,7.8482,8.9916,12.602,2.5183,-9.4168,7.858,-5.1597,22.413,-2.992,-11.355,1.6127,19.82,-1.3072,-8.1916,-5.3209,-21.335,5.7627,-0.40756,-5.1821,-15.476,-12.111,9.3387,1.2723,-12.283,-12.929,-0.50099,-17.636,-2.3383,-10.045,4.0738
-2.0188,0.42734,9.0266,8.7601,8.5139,-4.9957,7.2976,-10.007,26.651,-5.3253,-9.9619,-4.9383,21.293,-7.7533,-18.464,-6.9957,-22.444,-10.197,4.4489,-5.1247,-3.5191,-16.926,13.813,3.1892,-8.8799,-17.394,4.4807,-10.501,-6.879,-12.616,-17.199
2.8805,6.0079,13.911,5.8776,6.9115,-5.8585,6.8123,-9.366,24.515,1.6405,-3.7371,-6.2514,20.802,-11.787,-7.3924,0.55269,-13.11,0.0036154,7.0986,-3.4758,-3.932,-9.9157,6.2436,-4.2327,-8.0208,-13.656,13.893,-7.7294,-5.1129,-15.587,18.432
-0.071575,1.8119,18.791,8.8996,4.2956,-7.4321,6.3751,-4.269,19.939,-6.2755,-7.7208,-5.6061,10.257,-2.5973,-4.7451,-0.27534,-16.32,2.1127,10.888,-16.641,-7.0794,-17.477,11.741,-11.344,-11.258,-9.6282,3.0655,-13.448,-10.526,-18.079,38.203
-10.567,15.417,9.4005,9.8524,4.9048,-7.9794,5.6159,-14.177,29.117,0.11239,-6.9898,-7.4101,18.338,1.4209,-10.438,-8.4042,-28.257,-3.5819,12.657,-10.486,-3.5626,-15.428,9.5269,-9.0865,-11.851,-17.746,7.4523,-12.879,1.9279,-7.3659,10.914
-4.5365,-1.1911,11.179,17.629,13.129,-5.486,13.51,-10.145,25.353,-4.018,-20.993,-10.98,12.877,-8.8508,-11.026,-2.9561,-20.115,-6.2901,7.4291,-7.1445,-1.2107,-12.519,6.4849,-8.6983,-5.3722,-18.742,8.0167,-15.286,-0.50152,-4.659,-27.6
0.3318,1.7493,11.802,2.8897,4.6397,1.8795,3.4836,-14.407,24.345,-9.7107,-7.1113,-4.6225,11.032,-9.1758,-10.25,-7.6034,-20.54,-6.9782,14.636,-2.6175,-9.9271,-22.841,8.3739,-11.014,-12.707,-16.571,-5.0209,-12.419,-9.6865,-11.179,33.987
0.32961,4.4334,14.848,10.475,7.2365,-7.275,12.921,-7.8969,31.761,-7.5895,-9.4737,-10.191,11.594,-5.0722,-10.369,-1.9742,-27.783,-5.0165,3.8199,-11.009,-10.865,-19.799,0.3898,-0.78133,-19.467,-19.551,-0.59189,-11.582,4.0641,-18.815,-7.7975
-3.7723,5.7756,13.178,7.421,3.8994,-21.045,6.6004,-12.267,23.106,-1.043,-1.1566,-4.7214,14.548,-10.07,-3.8651,6.8478,-8.5215,-1.1767,8.6634,-4.1906,-9.8821,-21.682,4.2037,-4.7166,-5.7337,-6.3089,-0.93353,-13.563,5.7577,-8.6232,-42.096
-7.9337,5.1976,15.9,13.735,5.0838,-16.672,11.363,-17.187,31.09,-12.699,-10.265,-1.659,5.8018,-3.1459,-10.197,-1.5403,-15.989,0.073661,0.5433,-10.233,-3.8328,-13.13,11.868,-1.5226,-9.2109,-16.257,4.9596,-7.9298,-7.7865,-10.106,-36.761
-12.539,-0.89395,12.435,11.115,1.6987,-13.734,6.0449,-9.5953,16.819,0.14023,-14.82,0.53266,15.619,-6.4959,-9.4438,-8.7395,-22.357,-8.1446,5.2233,-10.834,-5.209,-15.506,11.693,-2.9615,-9.6376,-12.811,-0.84491,-10.113,-0.69173,-9.547,13.456
-9.8814,7.1636,8.7812,14.813,-1.8863,-11.889,1.911,-9.9027,19.226,-10.282,-8.726,-1.7176,10.919,-1.3899,-2.8948,-10.191,-30.184,-3.7488,8.0664,-3.9166,-7.7263,-15.516,11.62,-6.9587,-15.569,-6.6955,-0.78096,-21.578,-7.2716,-17.073,26.12
-7.599,-1.8682,2.3484,9.461,-0.47333,-6.7309,-3.2602,-16.643,21.384,-10.676,-8.5065,-9.0513,17.327,-1.8938,-7.8934,-5.9789,-20.591,-4.0955,3.0836,0.58578,-3.3174,-23.642,7.7934,-7.3979,-7.3831,-16.211,0.89684,-13.764,0.039926,-10.739,6.9204
-5.1624,4.5493,7.8971,5.9219,3.9766,-16.449,12.534,-4.5909,16.677,-5.5429,-10.997,0.41402,12.188,-2.7133,-12.096,1.4631,-12.093,1.528,12.653,-18.851,-4.341,-18.925,6.8849,-1.3063,-15.061,-15.112,8.8037,-11.136,-3.8774,-25.002,-12.988
-5.6083,12.025,9.8404,11.442,1.98,-11.1,10.407,-15.267,28.009,-7.7239,-12.413,0.42116,17.957,2.9158,-1.3847,-8.9082,-11.289,-14.728,9.9286,-7.7199,-8.0639,-20.154,6.2048,-11.081,-13.018,-15.595,1.1929,-18.65,-0.48978,-18.303,-7.0556
-9.4279,-1.5979,1.7327,9.8406,8.5091,-17.847,15.673,-8.3883,16.48,-5.8177,-8.3302,-9.4056,12.966,-9.8573,-7.9262,-4.4177,-21.369,3.0757,2.5323,-6.7881,-0.3475,-24.89,8.7182,-6.9915,-5.1281,-11.281,-0.96842,-6.2804,-9.1322,-9.5189,33.881
-4.6779,4.1184,1.9167,12.278,7.2052,-7.1338,15.319,-4.8184,29.873,-9.1867,-11.073,-7.5126,22.976,-4.4919,-7.7998,-5.0602,-17.958,-8.7802,2.2137,-12.341,-6.0188,-21.047,13.794,-12.107,-6.2599,-13.763,2.8559,-15.809,-7.9497,-11.789,5.4536
-2.9565,-0.21897,4.8707,9.5042,6.3085,-11.094,12.432,-9.9993,30.844,-5.0711,-7.8628,-5.9269,11.847,-7.4903,-10.158,-5.06,-23.18,-2.115,11.47,-12.798,-6.0902,-14.644,0.42921,-2.1638,-5.375,-4.894,5.5044,-16.109,-1.4855,-8.8779,-20.342
4.7172,0.62126,10.532,5.8814,9.3777,-18.06,11.612,-9.2676,21.582,-3.2089,-10.367,2.3153,13.988,-3.6198,-5.5585,-6.1157,-28.85,-5.4256,6.1362,-1.8673,-9.6364,-15.605,6.973,0.54693,-6.6168,-15.011,1.7228,-10.663,-3.8184,-11.432,-12.789
-3.0926,4.3013,11.471,10.228,-2.7632,-13.787,6.0935,-2.8047,23.753,2.6681,-6.5314,-0.63075,18.436,-7.0772,-13.213,-4.5092,-24.46,-4.081,5.1123,-12.363,-4.5015,-16.019,2.4102,-7.8849,-1.5811,-14.792,1.068,-21.015,0.79353,-8.7982,45.64
-3.6875,-2.7573,6.6454,9.9053,6.5689,-0.32531,2.4118,-14.073,21.963,-8.9476,-18.843,-7.6309,14.664,-4.8471,0.25972,-6.4608,-21.031,-8.2911,14.637,-5.1172,-9.8902,-14.13,11.571,-10.714,-17.047,-15.75,4.7006,-13.463,-5.7216,-9.3048,20.278
-3.8923,4.5065,3.1754,13.129,6.0689,-8.4763,10.269,-11.584,25.749,-3.1261,-10.716,-1.7151,17.092,-6.6452,-13.359,1.2862,-20.615,-3.201,11.251,-15.824,-6.4467,-21.055,4.4057,2.4512,-3.8327,-16.413,4.5529,-4.675,-3.9282,-7.7265,-23.987
-5.1517,-2.9128,9.9014,13.927,-3.2256,-8.7023,2.2966,-16.084,21.258,-10.712,-12.326,4.1141,15.843,-0.14713,-8.5172,-6.958,-24.505,-2.0309,11.49,-8.5296,-7.7258,-10.161,8.7372,-11.402,-8.6085,-18.68,1.6384,-12.049,-11.473,-5.1731,20.198
2.8097,0.94883,8.6577,2.8774,0.32466,-3.7574,2.6797,-7.4434,25.785,0.83849,-1.5644,-16.477,15.513,0.18612,-9.6219,-6.8361,-14.511,-6.2765,5.4334,-7.6341,-7.0957,-5.2749,6.5069,-3.8337,-10.477,-11.555,2.9655,-17.015,-6.7148,-18.492,57.176
-2.2756,3.9474,8.8195,4.7365,12.97,-16.149,5.5644,-8.9926,17.909,-10.995,-9.5521,-12.234,10.929,-4.0414,-9.4151,0.56534,-27.759,-1.4331,13.599,-4.1549,-12.42,-15.824,10.439,-10.741,-12.943,-18.762,2.253,-6.9429,-4.8548,-7.5399,-19.68
1.6148,2.8232,12.395,12.976,0.43636,-7.2669,13.409,-7.1527,28.483,5.2589,-16.016,1.7486,10.303,-9.4492,-13.95,-5.3254,-20.806,0.70585,4.1826,-12.005,-6.2494,-18.558,15.274,-7.3038,-3.6456,-16.912,0.67434,-12.016,-11.534,-12.423,61.256
3.4959,3.0478,7.1038,6.8832,4.1584,3.2701,9.8567,-13.425,23.113,-8.957,-6.5438,-6.2038,14.744,-7.0631,-9.5926,-9.5512,-21.852,1.6265,9.9063,-5.1096,-13.469,-14.543,15.043,-8.0355,-9.7596,-16.879,1.0982,-14.177,-8.9985,-13.439,17.883
5.7387,4.9805,11.598,13.586,-1.3498,-5.0455,4.3692,-6.0083,23.226,-1.0618,-20.856,-1.0975,14.362,-7.026,-10.581,-4.3408,-18.945,-11.155,8.6356,-2.0386,-3.947,-17.73,10.523,-13.085,-4.4049,-15.022,6.5459,-14.508,0.92014,-9.0634,-7.5115
0.44906,1.7035,13.671,9.3181,3.0348,-3.0967,6.5167,-13.975,23.022,-4.384,-7.7648,-8.3369,16.216,-4.6974,-16.48,-4.5382,-19.961,-7.7378,18.245,-12.311,-1.57,-13.411,12.753,-12.958,-2.607,-14.426,2.4544,-12.4,-9.5132,-11.788,-0.046548
-6.0956,-0.0043688,7.5645,5.6766,14.246,-9.7061,0.42838,-7.5277,31.229,-8.6653,-10.591,-13.315,11.969,-4.5663,-4.8605,-5.9759,-18.633,5.7997,4.4024,-3.5543,-6.237,-18.843,6.0097,7.6683,-6.9289,-15.435,7.7675,-11.196,-0.071531,-6.4838,-23.442
-11.857,3.8932,9.0928,7.0151,4.3992,-6.8156,7.9078,-6.4342,15.265,-1.8386,-8.1759,-8.4963,12.597,-8.4731,-9.9063,-8.4867,-24.867,-12.348,4.541,-6.3335,-8.4561,-6.762,13.81,-0.6521,-6.438,-16.735,-2.6459,-12.043,-2.8403,-12.306,6.4787
